,_id,productAsin,username,ratingScore,reviewSummary,reviewUrl,reviewReaction,reviewedIn,date,country,countryCode,reviewDescription,isVerified,avatar,variant,reviewImages,position
0,64b56e29538101a3ad9602a9,B002Q5JE2C,ALITA,4,Pump not working,https://www.amazon.in/gp/customer-reviews/R23DOPBFNTNCMB?ASIN=B002Q5JE2C,,Reviewed in India 🇮🇳 on 29 June 2023,2023-06-29,India,🇮🇳,"Initially the pump wasn’t working, but later after trying so many times it started working.Overall great neem face wash.I have been using this for many years. It has cleared my pimples.Makes my face glow and clear.Better price compared to store price",True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 400 ml (Pack of 1)Style Name: 400ml,[],1
1,64b56e29538101a3ad9602aa,B002Q5JE2C,Anju Sharma,4,amazing affordable daily face wash,https://www.amazon.in/gp/customer-reviews/R2KQKSY92PHTJA?ASIN=B002Q5JE2C,2 people found this helpful,Reviewed in India 🇮🇳 on 1 June 2023,2023-06-01,India,🇮🇳,"I feel Himalaya Neem Face Wash is an amazing affordable daily face wash for ladies with oily to combination skin. It is excellent at cleansing the skin and fighting those tiny breakouts and bumps. However, I suggest using this only once a day. When I use it more than once a day, it kind of dries out my skin. In fact, this face wash doubles up as a body wash as well in case you want to travel light and do not have space to carry a separate body wash and face wash. Lastly, please do not forget to share your experiences with this product in the comments below.",True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 200 ml (Pack of 1)Style Name: Pack of 1,[],2
2,64b56e29538101a3ad9602ab,B002Q5JE2C,Abhay Singh,4,Nice one,https://www.amazon.in/gp/customer-reviews/R21B5CYKMQARR?ASIN=B002Q5JE2C,,Reviewed in India 🇮🇳 on 23 June 2023,2023-06-23,India,🇮🇳,Good one I like it,True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 300 ml (Pack of 1)Style Name: 300ml,[],3
3,64b56e29538101a3ad9602ac,B002Q5JE2C,vinutha c s,4,Nice,https://www.amazon.in/gp/customer-reviews/R3Q2TV31ECM59D?ASIN=B002Q5JE2C,,Reviewed in India 🇮🇳 on 20 June 2023,2023-06-20,India,🇮🇳,Good for acne. Cleanses well,True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 200 ml (Pack of 1)Style Name: Pack of 1,[],4
4,64b56e29538101a3ad9602ad,B002Q5JE2C,Sakshi Choube,4,Nice,https://www.amazon.in/gp/customer-reviews/R2KVP1F90P3AQY?ASIN=B002Q5JE2C,,Reviewed in India 🇮🇳 on 24 June 2023,2023-06-24,India,🇮🇳,Good,True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 200 ml (Pack of 1)Style Name: Pack of 1,[],5
5,64b56e29538101a3ad9602ae,B002Q5JE2C,Janagama lavanya,4,Nice,https://www.amazon.in/gp/customer-reviews/R3FRJ8SGP20UNB?ASIN=B002Q5JE2C,One person found this helpful,Reviewed in India 🇮🇳 on 16 June 2023,2023-06-16,India,🇮🇳,Nice packing and good product,True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 400 ml (Pack of 1)Style Name: 400ml,[],6
6,64b56e29538101a3ad9602af,B002Q5JE2C,nilotpal barman,4,NICE,https://www.amazon.in/gp/customer-reviews/R2LEYPL15QXA38?ASIN=B002Q5JE2C,,Reviewed in India 🇮🇳 on 19 June 2023,2023-06-19,India,🇮🇳,NICE,True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 400 ml (Pack of 1)Style Name: 400ml,[],7
7,64b56e29538101a3ad9602b0,B002Q5JE2C,Tejaswa Dogney,4,Bad for my skin,https://www.amazon.in/gp/customer-reviews/R3NP6SWXREQ27L?ASIN=B002Q5JE2C,,Reviewed in India 🇮🇳 on 24 June 2023,2023-06-24,India,🇮🇳,Not suitable for everyone,True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 200 ml (Pack of 1)Style Name: Pack of 1,[],8
8,64b56e29538101a3ad9602b1,B002Q5JE2C,Pratick,4,Good product,https://www.amazon.in/gp/customer-reviews/RU6B6XQXWZB5G?ASIN=B002Q5JE2C,,Reviewed in India 🇮🇳 on 8 June 2023,2023-06-08,India,🇮🇳,This is very good within the price range,True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 200 ml (Pack of 1)Style Name: Pack of 1,[],9
9,64b56e29538101a3ad9602b2,B002Q5JE2C,Manjish Chouhan,4,Good 👍,https://www.amazon.in/gp/customer-reviews/R3HD704H4HS3OK?ASIN=B002Q5JE2C,,Reviewed in India 🇮🇳 on 9 June 2023,2023-06-09,India,🇮🇳,One of the most affordable and effective product,True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 200 ml (Pack of 1)Style Name: Pack of 1,[],10
10,64b56e29538101a3ad9602b3,B002Q5JE2C,Aman Shukla,5,Item quality,https://www.amazon.in/gp/customer-reviews/R1HC6LQJEO61HE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B002Q5JE2C,,Reviewed in India on 23 June 2023,2023-06-23,India,,Item was very good,True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 400 ml (Pack of 1)Style Name: 400ml,[],41
11,64b56e29538101a3ad9602b4,B002Q5JE2C,GirijaParashurama vm,5,Good,https://www.amazon.in/gp/customer-reviews/R3FXK2AOLSZTPU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B002Q5JE2C,,Reviewed in India on 22 June 2023,2023-06-22,India,,I liked Very much,True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 300 ml (Pack of 1)Style Name: 300ml,[],42
12,64b56e29538101a3ad9602b5,B002Q5JE2C,BennyBenny,5,🥰 love it,https://www.amazon.in/gp/customer-reviews/R2BVAJ8UJINVE2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B002Q5JE2C,,Reviewed in India on 27 June 2023,2023-06-27,India,,,True,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Size: 400 ml (Pack of 1)Style Name: 400ml,['https://m.media-amazon.com/images/I/81ubMIutSCL._SY88.jpg'],43
